uid,ctf_params.akv,ctf_params.angast_deg,ctf_params.angast_rad,ctf_params.cs,ctf_params.detector_psize,ctf_params.df1,ctf_params.df2,ctf_params.mag,ctf_params.phase_shift,ctf_params.psize,ctf_params.wgh,data_input_relpath,data_input_idx,alignments.model-best.phiC
6336,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6336,1.0
6337,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6337,1.0
6338,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6338,1.0
6341,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6341,1.0
6342,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6342,1.0
6343,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6343,1.0
6345,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6345,1.0
6347,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6347,1.0
6348,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6348,1.0
6349,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6349,1.0
6350,200.0,-44.72538,-0.780605140206,2.7,1.168,10935.859375,10645.394531,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6350,1.0
6352,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6352,1.0
6354,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6354,1.0
6355,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6355,1.0
6356,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6356,1.0
6357,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6357,1.0
6359,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6359,1.0
6361,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6361,1.0
6362,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6362,1.0
6363,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6363,1.0
6364,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6364,1.0
6365,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6365,1.0
6368,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6368,1.0
6369,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6369,1.0
6371,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6371,1.0
6372,200.0,-31.433949,-0.548625906954,2.7,1.168,13198.161133,12922.842773,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6372,1.0
6375,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6375,1.0
6376,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6376,1.0
6377,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6377,1.0
6379,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6379,1.0
6381,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6381,1.0
6382,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6382,1.0
6385,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6385,1.0
6388,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6388,1.0
6389,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6389,1.0
6390,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6390,1.0
6391,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6391,1.0
6392,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6392,1.0
6394,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6394,1.0
6395,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6395,1.0
6398,200.0,-38.493324,-0.671835243837,2.7,1.168,13054.355469,12934.548828,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6398,1.0
6400,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6400,1.0
6401,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6401,1.0
6402,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6402,1.0
6404,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6404,1.0
6405,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6405,1.0
6406,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6406,1.0
6413,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6413,1.0
6414,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6414,1.0
6415,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6415,1.0
6418,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6418,1.0
6419,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6419,1.0
6422,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6422,1.0
6423,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6423,1.0
6424,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6424,1.0
6425,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6425,1.0
6427,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6427,1.0
6428,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6428,1.0
6429,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6429,1.0
6430,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6430,1.0
6432,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6432,1.0
6433,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6433,1.0
6434,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6434,1.0
6436,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6436,1.0
6437,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6437,1.0
6439,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6439,1.0
6443,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6443,1.0
6444,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6444,1.0
6448,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6448,1.0
6449,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6449,1.0
6450,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6450,1.0
6459,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6459,1.0
6460,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6460,1.0
6462,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6462,1.0
6463,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6463,1.0
6466,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6466,1.0
6468,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6468,1.0
6469,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6469,1.0
6472,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6472,1.0
6475,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6475,1.0
6477,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6477,1.0
6478,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6478,1.0
6479,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6479,1.0
6480,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6480,1.0
6481,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6481,1.0
6485,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6485,1.0
6488,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6488,1.0
6489,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6489,1.0
6490,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6490,1.0
6491,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6491,1.0
6492,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6492,1.0
6493,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6493,1.0
6494,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6494,1.0
6502,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6502,1.0
6503,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6503,1.0
6510,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6510,1.0
6511,200.0,-47.187519,-0.823577572397,2.7,1.168,12979.222656,12651.110352,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6511,1.0
6512,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6512,1.0
6514,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6514,1.0
6516,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6516,1.0
6518,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6518,1.0
6519,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6519,1.0
6520,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6520,1.0
6521,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6521,1.0
6523,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6523,1.0
6524,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6524,1.0
6525,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6525,1.0
6526,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6526,1.0
6528,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6528,1.0
6531,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6531,1.0
6533,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6533,1.0
6534,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6534,1.0
6535,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6535,1.0
6536,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6536,1.0
6537,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6537,1.0
6538,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6538,1.0
6539,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6539,1.0
6540,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6540,1.0
6542,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6542,1.0
6543,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6543,1.0
6545,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6545,1.0
6546,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6546,1.0
6547,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6547,1.0
6550,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6550,1.0
6551,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6551,1.0
6552,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6552,1.0
6553,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6553,1.0
6554,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6554,1.0
6555,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6555,1.0
6556,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6556,1.0
6557,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6557,1.0
6558,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6558,1.0
6559,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6559,1.0
6560,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6560,1.0
6561,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6561,1.0
6563,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6563,1.0
6564,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6564,1.0
6565,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6565,1.0
6566,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6566,1.0
6567,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6567,1.0
6569,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6569,1.0
6570,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6570,1.0
6571,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6571,1.0
6574,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6574,1.0
6575,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6575,1.0
6576,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6576,1.0
6577,200.0,-40.261108,-0.702688895101,2.7,1.168,14108.785156,13776.308594,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6577,1.0
