uid,ctf_params.akv,ctf_params.angast_deg,ctf_params.angast_rad,ctf_params.cs,ctf_params.detector_psize,ctf_params.df1,ctf_params.df2,ctf_params.mag,ctf_params.phase_shift,ctf_params.psize,ctf_params.wgh,data_input_relpath,data_input_idx,alignments.model-best.phiC
0,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,0,1.0
1,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,1,1.0
3,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,3,1.0
4,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,4,1.0
6,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,6,1.0
7,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,7,1.0
8,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,8,1.0
9,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,9,1.0
10,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,10,1.0
12,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,12,1.0
13,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,13,1.0
15,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,15,1.0
17,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,17,1.0
18,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,18,1.0
19,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,19,1.0
20,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,20,1.0
23,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,23,1.0
24,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,24,1.0
25,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,25,1.0
26,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,26,1.0
27,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,27,1.0
28,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,28,1.0
29,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,29,1.0
30,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,30,1.0
31,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,31,1.0
32,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,32,1.0
34,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,34,1.0
36,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,36,1.0
38,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,38,1.0
39,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,39,1.0
40,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,40,1.0
41,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,41,1.0
42,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,42,1.0
44,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,44,1.0
45,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,45,1.0
46,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,46,1.0
47,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,47,1.0
48,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,48,1.0
49,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,49,1.0
53,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,53,1.0
54,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,54,1.0
55,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,55,1.0
56,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,56,1.0
57,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,57,1.0
58,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,58,1.0
59,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,59,1.0
60,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,60,1.0
61,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,61,1.0
62,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,62,1.0
63,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,63,1.0
64,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,64,1.0
65,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,65,1.0
67,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,67,1.0
68,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,68,1.0
70,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,70,1.0
71,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,71,1.0
72,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,72,1.0
73,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,73,1.0
74,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,74,1.0
75,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,75,1.0
76,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,76,1.0
77,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,77,1.0
78,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,78,1.0
79,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,79,1.0
80,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,80,1.0
83,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,83,1.0
84,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,84,1.0
85,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,85,1.0
86,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,86,1.0
87,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,87,1.0
88,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,88,1.0
89,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,89,1.0
92,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,92,1.0
93,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,93,1.0
94,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,94,1.0
96,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,96,1.0
97,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,97,1.0
98,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,98,1.0
99,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,99,1.0
100,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,100,1.0
101,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,101,1.0
102,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,102,1.0
104,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,104,1.0
105,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,105,1.0
107,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,107,1.0
109,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,109,1.0
110,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,110,1.0
111,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,111,1.0
113,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,113,1.0
114,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,114,1.0
115,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,115,1.0
116,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,116,1.0
117,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,117,1.0
118,200.0,-20.974854,-0.366080262425,2.7,1.168,15874.303711,15476.084961,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,118,1.0
120,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,120,1.0
121,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,121,1.0
123,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,123,1.0
124,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,124,1.0
125,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,125,1.0
129,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,129,1.0
130,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,130,1.0
131,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,131,1.0
132,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,132,1.0
133,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,133,1.0
134,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,134,1.0
136,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,136,1.0
138,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,138,1.0
139,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,139,1.0
140,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,140,1.0
141,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,141,1.0
142,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,142,1.0
144,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,144,1.0
146,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,146,1.0
147,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,147,1.0
148,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,148,1.0
149,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,149,1.0
150,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,150,1.0
151,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,151,1.0
152,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,152,1.0
153,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,153,1.0
155,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,155,1.0
156,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,156,1.0
157,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,157,1.0
158,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,158,1.0
159,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,159,1.0
160,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,160,1.0
161,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,161,1.0
165,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,165,1.0
166,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,166,1.0
167,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,167,1.0
169,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,169,1.0
170,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,170,1.0
172,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,172,1.0
173,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,173,1.0
174,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,174,1.0
175,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,175,1.0
178,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,178,1.0
179,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,179,1.0
180,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,180,1.0
181,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,181,1.0
182,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,182,1.0
183,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,183,1.0
184,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,184,1.0
185,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,185,1.0
186,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,186,1.0
187,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,187,1.0
188,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,188,1.0
190,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,190,1.0
193,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,193,1.0
194,200.0,-19.81468,-0.345831406229,2.7,1.168,15987.420898,15545.045898,10000.0,0.0,1.168,0.07,20180525_sir3sir4ccdin_cistem_6xbin.mrcs,194,1.0
